id,text,product_tag,book_id
"❓ Frage: Wie kann Zeolith Organe entgiften, wenn er gar nicht ins Blut aufgenommen wird, sondern im Darm bleibt?","💡 Antwort: Wir sollten klar unterscheiden zwischen dem Zeolith-Stein – dem pulverisierten Stein –, der nicht direkt entgiften – keine Gifte neutralisieren – kann. Und dem Ionen-Austausch von Zeolith – ein Bestandteil im Zeolith –, welcher direkt entgiften – Gifte neutralisieren – kann. Das Gesteinsmehl gelangtsicher nicht ins Blut – aber die Ionen gelangen ins Blut, wo sie ihre Wirkung entfalten. Das Zeolith-Pulver ultrafein (Gesteinsmehl) jedoch kann die Gifte aufnehmen und binden. Und das Wasser leitet diese gebundenen – jetzt neutralisierten Gifte – aus dem Körper aus. Entgiften ist ein mehrstufiger Prozess.",Zeolith,57
❓ Frage: Kann man Natur-Zeolith ultrafein mit anderen Naturstoffen einnehmen?,"💡 Antwort: Über Wirkkombinationen von Natur-Zeolith ultrafein mit Naturstoffen liegen jahrzehntelange positive Erfahrungen vor, z. B. für folgende: 

• Spirulina- & Chlorella-Alge
• Magnesiumverbindungen
• Bentonit / Montmorillonit

Andere nötige Wirkstoffe können bei Bedarf auch eingenommen werden. Aber wie gesagt mit dem nötigen zeitlichen Abstand.",Zeolith,57
❓ Warum ist ein gesundes langes Leben nur mit einem giftfreien menschlichen Körper möglich?,"💡 Wer gesund bleiben möchte und eine gesunde Langlebigkeit wünscht, muss immer frei von Giften und Stoffwechselabbauprodukten sein. Warum? Weil Dein Organismus sonst durch diese Gifte komplett blockiert wird. Ein Experiment des französischen Nobelpreis-Trägers und Chirurgen Prof. Dr. Alexis Carrel (1873–1944, Nobelpreis 1912) zeigt uns, dass gesunde anglebigkeit nur dann möglich ist, wenn sich keine „Gifte“, oder wie er feststellte keine giftigen Stoffwechselendprodukte, in unserem Körper befinden.",Zeolith,57
❓ Warum ist ein gesundes langes Leben nur mit einem giftfreien menschlichen Körper möglich?,"💡 Prof. Dr. Alexis Carrel hielt ein Hühnerherz 28 Jahre lang in einer alkalischen Lösung am Leben. Das gelang ihm, weil er die Lösung jeden Tag erneuerte. Er hielt ein bestimmtes Verhältnis der Elemente ein, so dass die Lösung immer ganz leicht alkalisch war. Ferner wurden die sauren Nebenprodukte aus dem Zellstoffwechsel durch das tägliche Auswechseln der Lösung beseitigt. Das Hühnerherz starb ab, als Carrel aufhörte, die Lösung zu erneuern. Nach der modernen Physiologie gilt das auch für Menschen, wie ich zuvor erwähnt habe. Unsere Körperzellen sind von Flüssigkeiten umgeben, welche leicht alkalisch sein sollten, um das Leben zu erhalten. Wenn Du Sport machst, erlebst Du, wie Du ausser Atem gerätst und erschöpft bist und unter Umständen sich gewisse Muskeln verkrampfen.",Zeolith,57
❓ Wie lange muss ich entgiften?,"💡 Du musst nicht, Du darfst.

Frage: Macht es Sinn, permanent zu entgiften?
Frage zurück: Stehen wir alle unter Dauerbeschuss von aussen, und werden wir alle permanent vergiftet und vergiften uns selbst permanent?
Antwort: Ja und sogar massiv! Ja, es macht Sinn, Massnahmen zu ergreifen und Körper, Seele und Geist permanent zu entgiften. Es macht keinen Sinn, so lange zu warten, bis der Körper richtig schlimme Symptome zeigt! Je länger Du wartest, desto heftiger werden auch die Entgiftungssymptome! Solange Du gesund sein willst, solltest Du Deinen Körper laufend unterstützen beim Entgiften.",Zeolith,57
❓ Haben wir wirklich Giftstoffe in unserem Körper?,"Diese Frage ist selbstverständlich eher ironisch gemeint, denn in Wirklichkeit sind wir eine wandelnde Giftmülldeponie, wie Sie bereits im Vorwort des Buchs haben lesen können. Bei Schwermetallen sollte zusätzlich erwägt werden, dass:

<li>Quecksilber lange als üblicher Trägerstoff von Impfstoffen verwendet wurde, </li>
<li>Füllungen aus Amalgam in den Zähnen Quecksilber enthalten, </li>
<li>Zigaretten neben Tabak auch Schwermetalle, Arsen und andere giftige Chemikalien enthalten, was selbstverständlich auch Passivraucher betrifft, </li>
<li>bei belasteter Luft (z. B. in einer Stadt) mit jedem Atemzug Schwermetalle eingeatmet werden, </li>
<li>man automatisch Pestizide (und andere Umweltgifte) mit der Nahrung aufnimmt, wenn man nicht ausschließlich Bio </li>
<li>Lebensmittel verzehrt, </li>
<li>giftige Chemikalien sich ebenfalls in Pflegeprodukten wie Kosmetik, Shampoos etc. befinden, [...]""</li>

Machen wir uns nichts vor: Der Kontakt mit Umweltgiften und Schmermetallen kann heutzutage nicht mehr vermieden werden. Insbesondere die über die Jahre ansteigende Ansammlung dieser Giftstoffe im Körper ist nicht zu unterschätzen und verursacht schwere Erkrankungen. Zeolith zählt zu den wunderbaren Substanzen, die uns dabei unterstützen, unseren Körper von diesen Giften zu befreien. [...]",Zeolith,3
Allgemeine Wirkung von Zeolith-Klinoptilolith:,"<li>Zeolith-Klinoptilolith entfernt Schwermetalle aus dem Körper (z. B. Quecksilber, Cadmium, Blei, Arsen, Aluminium und Zinn). </li>
<li>Es entfernt radioaktive Metalle (z. B. Cäsium und Strontium-90). </li>
<li>Des Weiteren entfernt es Pestizide, Herbizide und Dioxine aus dem Organismus. </li>
<li>Zeolith-Klinoptilolith reduziert Viren im Körper. </li>
<li>Es bindet Mykotoxine. </li>
<li>Es erhöht den Antioxidantien-Gehalt im Körper. </li>
<li>Zeolith-Klinoptilolith bindet freie Radikale. </li>
<li>Es reguliert den PH-Wert und wirkt entsäuernd. </li>
<li>Es bindet radioaktive Verbindungen. </li>
<li>Zeolith-Klinoptilolith wirkt gegen durch Laktatsäure verursachte Muskelschmerzen. </li>
<li>Es wirkt gegen Pilzerkrankungen (z. B. Fußpilz). </li>
<li>Es wirkt gegen den sog. Hangover. [...]</li>",Zeolith,3
Wirkung von Zeolith bei Schwermetallentgiftung,"Zeolithe besitzen, wie bereits berichtet, die Eigenschaft, Schwermetalle aufzunehmen, die anschließend vom Körper ausgeschieden werden. Zu den Schwermetallen, die von den Zeolithen aufgenommen werden können, zählen u. a. Quecksilber, Blei, Aluminium, Cadmium sowie Arsen. Häufig kommen diese Schwermetalle in unserer Umwelt aufgrund des übermäßigen Gebrauchs von Chemikalien etwa in Haushaltsprodukten, Körperpflegeprodukten, Nahrungsmitteln usw. vor. Diese Schwermetalle belasten den Körper schwer, insbesondere das Gehirn, Leber, Nieren und den Darm. Zeolithe sind aufgrund ihrer Struktur und Eigenschaft in der Lage, diese Stoffe an sich zu binden, woraufhin sie vom Körper ausgeschieden werden können. [...]",Zeolith,3
Wirkung von Zeolith auf den Magen-Darm-Trakt,"Zeolith kann Ablagerungen bzw. Stoffwechselrückstände, Gase und Bakterienreste im Magen-Darm-Trakt lösen und an sich binden. Diese können anschließend ausgeschieden werden, wodurch eine Selbstvergiftung (durch Industriekost und unvollständige Eiweißverdauung) aus dem Darm vermieden werden kann. [...]",Zeolith,3
Wirkung von Zeolith bei Candida-Pilzerkrankung,"Eine übermäßige Besiedelung von Candida albicans kann beispielsweise im Mund, Darm oder der Vagina auftreten. Insbesondere für Personen mit einem geschwächten Immunsystem stellt diese Konstellation ein ernstes Problem dar. Nicht selten ist jedoch eine Belastung mit Schwermetallen die Ursache für die Candida-Pilzerkrankung. Zeolith kann hier helfen, die Toxine und Schwermetalle aus dem Körper auszuscheiden. Darüber hinaus entsäuert Zeolith den Körper und stärkt das Immunsystem, was zusätzlich einer Candida-Pilzerkrankung entgegenwirkt. [...]",Zeolith,3
Studien über Zeolith bei Krebs,"Im Jahr 2003 erschien eine kroatische Studie, die die Anti-Krebs- Eigenschaften und antioxidativen Eigenschaften von mikrokristallisiertem Zeolith (Klinoptilolith) detaillierter untersuchte. Die dafür ausgeführten Forschungsarbeiten fanden an Tumor-Zellkulturen und Tumorerkrankungen von Tieren statt. Die Wissenschaftler beobachteten, dass das mikrokristallisierte Zeolith-Klinoptilolith die Stoffwechselrate von Krebszellen verringerte und die Bindung von 4-Hydroxynonenal an Albumin erhöhte. Eine Kombination von mikrokristallisiertem Zeolith (Klinoptilolith) mit Doxorubicin führte zu einer starken Reduktion der Lungenmetastasen und erhöhte die Anti-Krebs-Wirkung von Doxorubicin. [...]",Zeolith,3
Zeolith: Anwendung bei Diabetes:,"Während der ersten zehn Tage wird Zeolith-Pulver eingenommen wie unter dem Punkt „Zeolithpulver zur Prävention“ beschrieben. Darauffolgend zehn Tage lang 3 x täglich 1 Teelöffel in Wasser oder Saft gemischt. Anschließend fünf Tage Pause und dann 15 Tage ein halber Teelöffel Zeolith-Pulver morgens und 1 Teelöffel abends. Wieder eine fünftägige Pause. Die gesamte Prozedur wird fünf Monate lang wiederholt mit anschließender zweimonatiger Pause. Nach der zweimonatigen Pause kann wieder von vorne begonnen werden. Nach einer fünfmonatigen Anwendung ist es empfehlenswert, eine Blutuntersuchung durchzuführen. [...]",Zeolith,3
Zeolith: Anwendung bei onkologischen Erkrankungen:,3 x täglich einen Teelöffel Zeolith jeweils eine halbe Stunde vor dem Essen mit Wasser/Saft einnehmen. Ein Glas Flüssigkeit nach der Einnahme nachtrinken und über den Tag verteilt zwei bis drei Liter Flüssigkeit trinken. [...],Zeolith,3
Zeolith: Anwendung bei Chemotherapie und Radiotherapie:,"Zeolith kann die Nebenwirkungen lindern und zu einer schnelleren Erholung nach der Chemo- bzw. Radiotherapie beitragen. Empfohlen wird hier, 12‒ 14 g Zeolith-Pulver in vier bis acht Einzeldosen über den Tag verteilt einzunehmen. Eine ausreichende Flüssigkeitszufuhr ist dabei wichtig (2‒3 Liter täglich). [...]",Zeolith,3
Anwendung bei Hauterkrankungen:,"Zunächst die betroffenen Stellen desinfizieren und anschließend mit einem sterilen Tuch abtrocknen (sind die Stellen größer, wird empfohlen, häufiger zu duschen). Anschließend eine Schicht des Zeolith-Pulvers auftragen und mit einer Mullbinde bedecken. Dies sollte mindestens 2 x am Tag wiederholt werden, bis die Krankheitszeichen verschwinden. [...]",Zeolith,3
Zeolith: Anwendung bei offenen Wunden:,"Zu Beginn die Wunde desinfizieren, mit einem sterilen Tuch abtrocknen, anschließend die Wunde mit einer Schicht des Zeolith-Pulvers leicht bedecken. Danach die Wunde mit Mullverband verbinden, sodass noch Sauerstoff an die Wunde gelangen kann. Weiterhin wird empfohlen, um die Wunde herum ebenfalls etwas Zeolith-Pulver aufzutragen. [...]",Zeolith,3
Zeolith: Anwendung bei Schuppenflechten und Neurodermitis:,"Hier wird empfohlen, Zeolith als Badezusatz zu verwenden (1 Esslöffel Zeolith-Pulver). Durch das Zeolith wird das Wasser weicher, was wiederum die Hautfeuchtigkeit erhöht. Weiterhin kann Zeolith einer üblichen Hautsalbe beigemengt werden (ca. 10 % Zeolith). Ebenso wird empfohlen, Zeolith einzunehmen. Die Dosierungsempfehlung lautet hier, 3 x täglich einen halben Teelöffel mit Wasser oder Saft einzunehmen. Jeweils im Anschluss ein Glas Wasser nachtrinken und auf eine genügende Flüssigkeitszufuhr über den Tag verteilt achten (2-3 Liter Wasser). Diese Methode kann alle drei Monate über einen Zeitraum von 30 bis 40 Tagen angewendet werden. [...]",Zeolith,3
Zeolith: Anwendung bei Akne:,"Bei Akne wird empfohlen, das Zeolith-Klinoptilolith-Pulver direkt auf die betroffenen entzündeten Stellen aufzutragen. Ebenso sind Gesichtsmasken mit Zeolith zur Anwendung geeignet. [...]",Zeolith,3
Zeolith: Anwendung bei Vaginalpilz (Hefepilzen):,"Bei Vaginalpilz ist es ratsam, einen Mix aus Kakaobutter, Zeolith-Pulver und (extra natives) Olivenöl in einem Verhältnis von 1:1:2 (1 Teil Kakaobutter, 1 Teil Zeolith-Pulver, 2 Teile Olivenöl) herzustellen. Zum Vermischen wird die Kakaobutter in einen sterilen Behälter gefüllt, anschließend kommen das Zeolith-Pulver und Olivenöl hinzu und werden miteinander vermischt, bis eine homogene Masse entsteht. Danach kann dieses Gemisch mithilfe eines eingeführten Tampons unmittelbar vor dem Schlafengehen verwendet werden.[...]",Zeolith,3
Zeolith: Anwendung bei Mundpilz/Mundsoor (Candida albicans):,"Bei Mundpilz kann 1 Teelöffel Zeolith-Pulver in 100 ml Wasser vermischt und als Mundspülung verwendet werden. Des Weiteren kann Zeolith-Pulver auch der Zahnpasta beigemengt werden, mit der anschließend die Zähne geputzt werden. Anwendung zur Mundhygiene und Entfernung von Zahnbelag:

 Fein gemahlenes Zeolith-Pulver kann während des Zähneputzens mit der Zahnpasta oder mit einem Zahnstocher zur Entfernung von Zahnbelag (Plaque) genutzt werden.[...]",Zeolith,3
Zeolith: Anwendung bei übermäßigem Schwitzen,"Hier wird empfohlen, Zeolith-Klinoptilolith-Wasser zusätzlich mit 50 ml Apfelessig oder 150 ml Apfelsaft zu vermischen. Dieser Mix kann anschließend 3 x täglich vor einer Mahlzeit getrunken werden. [...]",Zeolith,3
Zeolith: Anwendung bei Cellulite,Bei Cellulite etwas Zeolith-Pulver zu einer Anti-Cellulite-Creme hinzufügen und beides miteinander vermischen. Das Zeolith-Pulver erhöht anschließend die Wirksamkeit der Creme.[...],Zeolith,3
Kann das Aluminium des Zeoliths vom Körper absorbiert werden?," Keine Sorge, das Aluminium im natürlichen Zeolith befindet sich in der Mitte des Tetraeders („Vierflächner“), es ist also nicht frei und kann vom Körper nicht aufgenommen werden. Eingestuft ist es daher auch als „nicht austauschbares Aluminium“. In Studien wurde nachgewiesen, dass Zeolith- Klinoptilolith dazu führt, dass mehr Aluminium aus dem Körper ausgeschieden wird, als sich im Zeolith selbst befindet. Es entzieht dem Körper demzufolge das gefährliche Aluminium.

 ACHTUNG: In der Regel wird Zeolith-Pulver mikronisiert, um die Oberfläche des Zeoliths zu vergrößern. Wird das Zeolith aber zu einem sehr feinen Pulver verkleinert bzw. mikronisiert, kann Aluminium (und Blei) in hohem Maße freigesetzt werden. Wenn dieses Pulver konsumiert wird, kann es vom Körper ins Blut absorbiert werden, und es kann zu einen dramatischen Anstieg des Aluminiums im Körper kommen.[...]

 Zeolith kann folglich bei einer sehr geringen Größe eine höhere Dosis an toxischem Blei und weitaus größere Menge an Aluminium enthalten. Bei Zeolith-Pulver wird daher empfohlen, kein Produkt mit einer Körnergröße unter 5 Mikrometer zu verwenden! Bei einer zu kleinen Körnergröße bzw. Partikelgröße besteht die Gefahr, dass der Körper es durch die Darmwand absorbiert und dies zu gesundheitlichen Risiken führen kann (u. a. aufgrund des Aluminiumgehalts).

 Darüber hinaus sollte ganz klar das natürliche Zeolith-Gestein dem künstlich hergestellten Zeolith vorgezogen werden. Künstliches Zeolith-Klinoptilolith ist in seiner Struktur nicht stabil und kann unter Umständen das enthaltene Aluminium freisetzen, das anschließend vom Körper absorbiert werden könnte.[...]",Zeolith,3
Was macht Zeolith so einzigartig wertvoll?,"Zeolith hat neben hochwertigen Inhaltsstoffen noch ganz besondere Fähigkeiten. Zeolith ist beispielsweise eine der wenigen negativ geladenen Mineralien, die es in der Natur gibt. Darüber hinaus verfügt es über eine einzigartige Struktur: Es besteht aus Hohlräumen bzw. „Käfigen“ (ähnlich wie Bienenwaben), um positiv geladene Ionen anzuziehen und darin „einzufangen“. Diese Wirkungsweise funktioniert ebenfalls im Körper, wodurch unser Organismus von einigen schädlichen Stoffen entgiftet werden kann. Das Zeolith-Gestein zieht auf diese Weise schädliche Schwermetalle wie Cadmium, Quecksilber und Arsen an und bindet es. Nachdem die Zeolithe positiv geladene Ionen eingefangen haben, werden sie anschließend vom Körper ausgeschieden. Wird der Körper von diesen Schwermetallen und Schadstoffen befreit, stellt sich bei den meisten Menschen zeitnah ein gewisses Wohlgefühl ein [...]",Zeolith,3
